epoch,train_loss,train_acc,val_loss,val_acc
1,0.24149835109710693,0.9008594751358032,0.17126496136188507,0.9357143044471741
2,0.17815466225147247,0.933190107345581,0.13491210341453552,0.9507936239242554
3,0.16054348647594452,0.9410578608512878,0.1282305121421814,0.9526984095573425
4,0.14741885662078857,0.9458512663841248,0.12305606156587601,0.9544444680213928
5,0.14257070422172546,0.9470082521438599,0.13017970323562622,0.9523809552192688
